NDVI,NDRE,GNDVI,Serapan_K
0.95,0.7798,0.91,58.11
0.931,0.6339,0.7909,48.31
0.8771,0.6221,0.8015,47.16
0.2793,0.2077,0.282,17.31
0.6772,0.5661,0.6062,41.18
0.873,0.824,0.7131,56.59
0.9225,0.6694,0.8556,52.24
0.4936,0.4329,0.4796,32.97
0.4513,0.434,0.3998,23.42
0.8553,0.7694,0.829,42.02
0.4234,0.3538,0.3466,29.94
0.5532,0.4559,0.4717,37.48
0.95,0.7432,0.8594,51.02
0.2648,0.2302,0.2471,18.28
0.4397,0.3737,0.3194,22.94
0.7544,0.6717,0.7262,45.41
0.6112,0.473,0.5953,35.98
0.5676,0.4627,0.5146,35.65
0.8168,0.7155,0.7676,43.94
0.9427,0.8278,0.8476,51.42
0.6387,0.5791,0.5113,45.0
0.2363,0.3224,0.2161,24.7
0.7637,0.6108,0.7332,46.09
0.5321,0.5089,0.4947,36.83
0.2829,0.174,0.2635,21.76
0.616,0.5452,0.5791,33.21
0.7307,0.6144,0.75,46.05
0.3595,0.2648,0.2939,18.06
0.5823,0.4754,0.5266,37.75
0.4776,0.4054,0.3857,33.9
0.6248,0.539,0.6067,38.64
0.7616,0.722,0.6216,45.06
0.5203,0.6171,0.4228,38.2
0.9418,0.8455,0.785,55.78
0.3993,0.2982,0.3842,22.12
0.5808,0.4735,0.5278,29.62
0.95,0.661,0.8443,43.13
0.3815,0.3016,0.3695,21.42
0.7862,0.6905,0.703,47.02
0.6137,0.4891,0.4957,29.14
0.2649,0.1744,0.2274,17.53
0.649,0.6214,0.5015,41.35
0.8507,0.7965,0.7911,47.38
0.3811,0.3382,0.3733,29.68
0.5449,0.4521,0.4793,24.33
0.4302,0.413,0.4123,32.63
0.4092,0.308,0.4153,23.45
0.9384,0.6701,0.7613,53.61
0.9154,0.772,0.8679,45.78
0.5161,0.4587,0.4796,34.02
0.83,0.7061,0.7319,37.3
0.6043,0.4612,0.5822,37.75
0.4976,0.4972,0.5259,29.6
0.6761,0.5377,0.6042,44.61
0.3624,0.3118,0.3673,26.99
0.2879,0.32,0.1658,25.67
0.7886,0.6989,0.743,48.53
0.95,0.9027,0.9448,52.75
0.95,0.788,0.7541,48.88
0.3357,0.3318,0.2786,20.92
0.5309,0.445,0.4712,38.62
0.226,0.2104,0.2502,16.51
0.5364,0.4646,0.5175,36.8
0.8128,0.6412,0.7344,39.57
0.2341,0.1948,0.1795,16.38
0.4234,0.406,0.377,30.56
0.5526,0.4816,0.5054,33.9
0.3231,0.3512,0.3363,28.91
0.6454,0.5261,0.5508,34.43
0.5843,0.3882,0.3429,29.2
0.2925,0.2843,0.2927,20.1
0.1,0.1,0.1,9.53
0.5304,0.4556,0.5047,32.73
0.4162,0.3742,0.4249,24.31
0.5401,0.425,0.5253,33.99
0.1488,0.1084,0.127,11.83
0.5635,0.4316,0.4554,27.47
0.95,0.8534,0.823,55.15
0.8512,0.6384,0.7318,42.84
0.95,0.95,0.95,60.0
0.4422,0.3661,0.4599,24.9
0.4218,0.3052,0.401,27.64
0.2594,0.2069,0.2743,21.18
0.8952,0.7512,0.8683,51.98
0.6065,0.6018,0.5148,36.09
0.8969,0.7277,0.8604,47.37
0.5828,0.5137,0.5993,29.01
0.6349,0.5116,0.6552,34.36
0.5235,0.4297,0.4157,33.8
0.4724,0.3098,0.5104,25.28
0.4672,0.4271,0.4404,33.76
0.4146,0.2897,0.2777,20.3
0.8514,0.7767,0.8516,48.17
0.3469,0.4283,0.361,29.18
0.7162,0.6238,0.5142,36.52
0.6621,0.5634,0.5539,45.59
0.95,0.6327,0.8084,40.47
0.95,0.8187,0.9277,50.44
0.5723,0.5129,0.5883,31.24
0.6486,0.6411,0.5739,40.63
0.9144,0.7627,0.8743,44.75
0.2154,0.1804,0.2064,15.72
0.4862,0.4459,0.4443,24.29
0.8355,0.7122,0.6331,41.98
0.3648,0.2374,0.4015,27.05
0.8688,0.6885,0.776,37.61
0.6467,0.4995,0.7245,37.84
0.95,0.95,0.95,56.69
0.3484,0.3327,0.3046,28.46
0.3797,0.3674,0.3588,22.73
0.6854,0.575,0.6592,43.61
0.6674,0.5463,0.6447,39.48
0.4194,0.2724,0.3173,20.78
0.5331,0.4371,0.4715,33.92
0.312,0.2861,0.2589,25.93
0.3994,0.524,0.3013,23.95
0.5796,0.5253,0.3863,27.7
0.95,0.95,0.898,58.76
0.95,0.8348,0.8259,58.94
0.5653,0.4874,0.5339,38.28
0.4439,0.3588,0.3479,23.89
0.95,0.7396,0.7634,56.51
0.6241,0.5345,0.5964,32.98
0.7782,0.6937,0.7349,40.59
0.8158,0.5938,0.784,30.4
0.6312,0.5828,0.3557,35.64
0.3412,0.3327,0.3247,27.66
0.847,0.7197,0.6845,40.81
0.7013,0.6068,0.6514,43.22
0.7531,0.6334,0.7067,46.89
0.7044,0.585,0.6921,47.32
0.95,0.7894,0.9244,54.64
0.8431,0.7296,0.7895,44.39
0.5132,0.3418,0.4937,28.26
0.8241,0.7401,0.7943,51.15
0.5962,0.5412,0.584,38.34
0.7577,0.5082,0.6986,35.51
0.3512,0.2675,0.2733,18.19
0.7357,0.5638,0.6351,34.14
0.95,0.8435,0.95,58.96
0.269,0.2452,0.2976,17.0
0.7505,0.6249,0.69,44.04
0.6543,0.6,0.6407,36.11
0.4992,0.3534,0.474,32.81
0.7859,0.6241,0.7245,50.16
0.6115,0.5197,0.6677,41.06
0.4882,0.477,0.4224,30.49
0.5632,0.4563,0.5051,34.13
0.7954,0.6795,0.7153,47.81
0.2904,0.3492,0.2991,26.09
0.1716,0.1,0.1,10.55
0.2293,0.152,0.1706,15.12
0.95,0.8369,0.95,54.91
0.5753,0.4452,0.6223,40.59
0.5947,0.5184,0.5871,31.84
0.6526,0.5278,0.6191,27.94
0.7301,0.6284,0.6976,39.56
0.5145,0.5803,0.5355,31.15
0.4433,0.3301,0.4309,22.54
0.95,0.7484,0.9058,50.82
0.6132,0.5041,0.666,41.92
0.1206,0.1238,0.1257,14.38
0.4537,0.2507,0.4826,29.81
0.6686,0.5593,0.5974,38.4
0.4945,0.4047,0.4783,30.2
0.8114,0.6094,0.6825,44.34
0.8088,0.6988,0.754,49.99
0.8287,0.7503,0.7362,43.05
0.718,0.6013,0.6322,37.78
0.2947,0.3014,0.35,27.97
0.6014,0.5907,0.5855,35.47
0.9169,0.7659,0.8712,44.51
0.678,0.5886,0.6724,41.07
0.5472,0.4767,0.4797,30.23
0.3054,0.4413,0.2951,28.31
0.3274,0.3618,0.3059,27.67
0.7101,0.6686,0.585,34.53
0.2946,0.2195,0.2592,17.71
0.4857,0.4646,0.5132,27.25
0.846,0.6786,0.7373,46.15
0.6756,0.6076,0.6434,37.9
0.1,0.1,0.1085,11.15
0.4834,0.4536,0.4096,32.57
0.95,0.8886,0.95,60.0
0.7385,0.6468,0.7528,46.0
0.6733,0.5863,0.6814,36.15
0.7232,0.5946,0.6999,36.44
0.2211,0.2195,0.2307,14.88
0.3882,0.3375,0.3582,23.58
0.7327,0.6404,0.6922,43.34
0.7486,0.6482,0.7989,44.65
0.3366,0.2658,0.2613,19.69
0.5846,0.4821,0.5005,37.08
0.2971,0.2754,0.2726,21.06
0.53,0.4641,0.4567,28.86
0.3592,0.2839,0.3094,20.57
0.7867,0.6393,0.7054,42.94
0.5241,0.4289,0.4045,27.17
0.95,0.8518,0.9059,57.94
0.174,0.1597,0.175,15.42
0.95,0.7496,0.8628,51.71
0.2094,0.3668,0.1326,23.16
0.95,0.8601,0.95,52.89
0.95,0.8227,0.95,58.68
0.95,0.8386,0.7899,53.99
0.52,0.3986,0.4978,32.89
0.6894,0.623,0.5828,42.79
0.6364,0.5737,0.629,42.24
0.2066,0.1727,0.1388,17.25
0.5179,0.4119,0.4129,26.33
0.9127,0.7514,0.6757,48.48
0.6925,0.5615,0.6569,41.07
0.4279,0.3453,0.4317,24.67
0.8004,0.731,0.7822,49.79
0.582,0.5332,0.5315,32.42
0.2828,0.2489,0.3198,19.03
0.7838,0.6775,0.6876,39.05
0.9375,0.8915,0.8539,54.43
0.4304,0.288,0.3913,21.19
0.5658,0.4749,0.6267,39.95
0.699,0.6057,0.6722,42.44
0.3613,0.2871,0.2473,19.34
0.7279,0.6248,0.6853,44.09
0.1447,0.1,0.1,9.61
0.95,0.8271,0.9329,52.0
0.8263,0.6794,0.7646,48.49
0.6594,0.6361,0.6183,36.28
0.4738,0.4548,0.3709,30.55
0.4829,0.3939,0.4012,25.8
0.7908,0.7047,0.6336,43.62
0.539,0.5286,0.4487,30.42
0.6409,0.5337,0.689,30.54
0.6051,0.4422,0.6077,35.52
0.4798,0.4242,0.4609,28.67
0.4687,0.3548,0.479,33.66
0.6851,0.6023,0.6405,42.11
0.9173,0.7786,0.7248,52.44
0.2812,0.2108,0.3863,25.87
0.95,0.8312,0.9433,56.79
0.3986,0.2088,0.3104,28.4
0.4507,0.3575,0.3923,24.61
0.6478,0.7235,0.5307,44.16
0.95,0.8295,0.9283,53.62
0.465,0.4046,0.4482,27.47
0.2423,0.1643,0.2152,14.87
0.436,0.341,0.4057,30.6
0.7814,0.659,0.7254,45.38
0.7615,0.7305,0.6378,41.69
0.6628,0.5379,0.7497,42.55
0.4472,0.2644,0.3634,28.86
0.576,0.4926,0.5241,38.45
0.6683,0.7149,0.6158,43.96
0.2445,0.1781,0.1034,13.74
0.3773,0.2976,0.3842,19.56
0.6139,0.5072,0.5871,29.79
0.3149,0.2993,0.2871,20.68
0.8102,0.6554,0.7681,36.97
0.6265,0.596,0.5033,41.76
0.8949,0.7256,0.9018,51.92
0.7633,0.6884,0.7847,41.64
0.3028,0.2706,0.285,20.26
0.7008,0.5738,0.6382,48.75
0.4851,0.4395,0.4407,31.91
0.7878,0.5582,0.7237,37.87
0.8126,0.7716,0.7618,44.02
0.473,0.5652,0.4419,35.74
0.3746,0.304,0.2677,28.49
0.7,0.5115,0.6714,34.5
0.2584,0.2323,0.2319,24.45
0.2325,0.1669,0.2276,16.48
0.5446,0.4462,0.4318,27.5
0.8132,0.696,0.7844,38.88
0.4463,0.3427,0.4335,26.69
0.1,0.1,0.1,10.65
0.8408,0.9143,0.6543,51.51
0.6427,0.6106,0.6782,43.93
0.8681,0.7643,0.796,40.51
0.5379,0.4629,0.5214,33.1
0.3275,0.2802,0.3367,19.24
0.6766,0.6371,0.5964,41.53
0.4231,0.463,0.3536,33.18
0.6212,0.5024,0.6563,46.11
0.7194,0.6417,0.6726,39.01
0.5125,0.4498,0.4177,35.41
0.8448,0.6617,0.6389,43.29
0.3162,0.3421,0.2716,25.52
0.6664,0.5263,0.5101,39.79
0.4945,0.5712,0.4764,31.33
0.9059,0.7709,0.866,44.2
0.1,0.1,0.1,10.8
0.3174,0.3734,0.2734,26.98
0.5186,0.415,0.3586,25.47
0.6967,0.5746,0.6801,37.3
0.6499,0.5376,0.5976,39.12
0.4668,0.4564,0.3817,25.89
0.431,0.3587,0.4,22.9
0.5171,0.4045,0.487,33.76
0.627,0.5166,0.6207,32.56
0.7488,0.616,0.7158,45.9
0.4138,0.3141,0.3037,22.75
0.5804,0.5132,0.4919,34.01
0.6505,0.61,0.6205,34.01
0.5955,0.4765,0.5049,31.11
0.9189,0.7749,0.8722,47.58
0.4453,0.3819,0.4231,24.98
0.7415,0.6126,0.6877,40.3
0.6449,0.5044,0.4864,29.45
0.3591,0.3787,0.372,23.65
0.95,0.9492,0.95,60.0
0.2762,0.189,0.1631,15.43
0.8526,0.8433,0.8835,46.83
0.95,0.8369,0.9225,56.38
0.759,0.6346,0.7133,44.91
0.3035,0.2097,0.2028,21.18
0.609,0.4739,0.4498,32.03
0.447,0.2851,0.5054,32.2
0.8638,0.7183,0.8267,50.57
0.77,0.627,0.7548,44.69
0.6922,0.5636,0.6546,34.44
0.5609,0.367,0.5841,23.05
0.5352,0.4925,0.5074,37.98
0.3475,0.3811,0.3774,29.57
0.3442,0.3084,0.3389,19.56
0.2688,0.2368,0.2548,17.54
0.4694,0.3471,0.4354,24.98
0.8551,0.7483,0.7416,53.08
0.95,0.8541,0.95,58.28
0.4241,0.3886,0.3635,25.81
0.5374,0.4489,0.5103,37.19
0.7438,0.4624,0.6287,27.57
0.65,0.5576,0.6434,40.54
0.6817,0.5561,0.6618,36.69
0.3486,0.273,0.3178,19.71
0.7655,0.6241,0.7266,40.88
0.8779,0.7012,0.8491,54.58
0.95,0.9251,0.95,52.04
0.417,0.3656,0.346,25.43
0.5658,0.5207,0.5435,36.91
0.6327,0.5254,0.6133,45.1
0.9335,0.7563,0.8709,47.22
0.1749,0.1914,0.1813,20.82
0.4382,0.3317,0.4581,32.43
0.353,0.2768,0.3674,27.5
0.881,0.7003,0.8001,48.81
0.1521,0.1165,0.1572,13.1
0.5686,0.6103,0.4611,34.01
0.4438,0.4334,0.3663,24.6
0.5847,0.4833,0.6215,32.37
0.7746,0.6409,0.7371,48.41
0.3513,0.1707,0.2881,26.31
0.5639,0.4625,0.4644,31.06
0.8926,0.7611,0.8174,39.54
0.5709,0.4504,0.514,25.16
0.697,0.6189,0.742,46.09
0.3841,0.3739,0.399,24.87
0.6349,0.4845,0.5787,39.69
0.1841,0.1767,0.2083,16.07
0.4808,0.3957,0.4417,32.05
0.5196,0.3625,0.4293,25.34
0.2555,0.3201,0.2008,24.31
0.4052,0.3254,0.3772,28.93
0.3655,0.4456,0.199,30.87
0.5016,0.4259,0.4271,27.93
0.6012,0.5522,0.5428,35.84
0.4518,0.3837,0.4419,25.36
0.3092,0.2504,0.2933,25.46
0.3146,0.3005,0.302,21.16
0.5814,0.4879,0.5202,29.47
0.5623,0.4744,0.5249,37.64
0.1767,0.1934,0.1464,16.27
0.2904,0.4033,0.3601,28.95
0.4088,0.4939,0.3775,26.1
0.6048,0.5632,0.5437,33.26
0.5645,0.5501,0.433,32.47
0.7588,0.5584,0.7323,43.94
0.1,0.1,0.1,8.1
0.4625,0.4046,0.4362,30.42
0.6241,0.524,0.5621,33.21
0.4538,0.3854,0.4365,30.06
0.4368,0.3308,0.4361,28.29
0.6787,0.5735,0.6593,39.97
0.4032,0.3539,0.3327,29.87
0.5301,0.4246,0.4886,28.03
0.4161,0.3822,0.2904,23.46
0.2151,0.3311,0.1747,24.16
0.7098,0.6233,0.6695,38.73
0.4233,0.3441,0.3626,21.87
0.2162,0.283,0.3101,22.78
0.851,0.6674,0.7756,47.22
0.7339,0.7013,0.7031,46.92
0.5905,0.3702,0.3544,23.98
0.8255,0.7042,0.7623,51.87
0.8414,0.7595,0.7937,52.64
0.9005,0.773,0.8336,52.9
0.9084,0.8013,0.7475,53.5
0.6004,0.536,0.5851,39.13
0.3885,0.4694,0.4285,32.26
0.6677,0.5527,0.5799,32.75
0.9322,0.7315,0.7659,53.5
0.5467,0.5104,0.5384,37.52
0.8741,0.7838,0.788,42.77
0.729,0.583,0.685,39.07
0.6614,0.5624,0.6232,34.0
0.4552,0.3766,0.3859,33.26
0.5255,0.3993,0.4176,27.67
0.5522,0.4757,0.5084,35.47
0.95,0.8588,0.8256,58.57
0.6443,0.5506,0.4644,34.8
0.3808,0.3569,0.3666,23.46
0.7941,0.6658,0.72,36.5
0.7328,0.6253,0.6971,43.87
0.4086,0.3531,0.3857,31.99
0.7504,0.7299,0.681,37.51
0.4939,0.3402,0.4886,26.29
0.511,0.4389,0.5059,33.92
0.8288,0.7459,0.7685,40.75
0.9421,0.6726,0.7557,49.35
0.6379,0.5212,0.6615,44.44
0.9272,0.767,0.7656,44.05
0.6869,0.5386,0.6405,32.54
0.95,0.8087,0.7869,49.31
0.7376,0.6714,0.6002,38.03
0.5446,0.5128,0.5177,37.06
0.7784,0.55,0.6271,31.11
0.5268,0.4736,0.487,35.06
0.1,0.1,0.1,10.86
0.5842,0.4861,0.5269,36.42
0.95,0.916,0.95,60.0
0.95,0.8731,0.9322,49.16
0.4397,0.3954,0.3997,24.23
0.5789,0.4495,0.5327,37.1
0.7729,0.6456,0.7638,44.78
0.559,0.4643,0.4714,37.89
0.6511,0.5116,0.509,35.58
0.5838,0.4946,0.6408,39.17
0.5686,0.5205,0.535,38.18
0.3772,0.3061,0.3811,21.63
0.6418,0.4978,0.5565,39.8
0.7887,0.6003,0.7744,46.91
0.9044,0.7196,0.95,52.41
0.95,0.855,0.943,53.77
0.8186,0.7055,0.7481,39.19
0.6128,0.4835,0.518,32.88
0.95,0.95,0.95,56.12
0.4244,0.4017,0.4066,24.82
0.95,0.8228,0.8057,55.03
0.3532,0.3599,0.348,27.06
0.7666,0.5009,0.7542,41.35
0.5277,0.4911,0.4834,29.8
0.646,0.5455,0.4883,40.09
0.1,0.1,0.1,14.53
0.1603,0.1,0.1,8.75
0.7079,0.4774,0.5895,29.93
0.7445,0.6886,0.6775,39.97
0.649,0.5153,0.6039,33.52
0.95,0.7427,0.8331,54.24
0.7841,0.6662,0.7352,42.8
0.95,0.7097,0.8551,52.88
0.3512,0.2976,0.3709,27.68
0.278,0.1,0.2548,22.23
0.3829,0.3103,0.3679,21.75
0.7397,0.61,0.6437,32.91
0.6062,0.4242,0.6089,40.88
0.7535,0.6741,0.7368,48.83
0.7078,0.6247,0.6767,46.61
0.6414,0.5026,0.5584,30.71
0.2895,0.1937,0.295,18.52
0.6742,0.5522,0.6122,37.94
0.311,0.199,0.2277,19.48
0.4432,0.3516,0.4238,30.28
0.4629,0.3955,0.3834,24.61
0.4765,0.3622,0.4362,25.4
0.8161,0.7505,0.7342,42.8
0.2336,0.37,0.1773,25.5
0.3473,0.3887,0.281,29.39
0.6091,0.5404,0.5515,42.14
0.4458,0.4225,0.4363,32.04
0.5074,0.4226,0.4858,28.52
0.5166,0.4095,0.4809,32.52
0.5402,0.5656,0.4752,33.65
0.3964,0.3161,0.2114,18.98
0.4659,0.5044,0.4535,33.06
0.4331,0.3086,0.4198,29.75
0.8399,0.6092,0.7394,38.5
0.95,0.95,0.8863,60.0
0.6932,0.574,0.6695,40.94
0.7821,0.6764,0.7734,41.77
0.45,0.382,0.4203,30.4
0.9107,0.6948,0.7489,50.56
0.6427,0.5065,0.6011,38.77
0.4628,0.4404,0.4244,32.49
0.4997,0.7092,0.4613,37.88
0.7537,0.6978,0.7227,43.71
0.626,0.4943,0.4602,33.56
0.4071,0.2976,0.3997,22.9
0.2269,0.2025,0.2431,16.11
0.95,0.9118,0.8814,60.0
0.5104,0.4318,0.5055,32.88
0.95,0.89,0.95,50.81
0.3711,0.3268,0.3825,23.14
0.4966,0.4218,0.4919,28.2
0.7974,0.6529,0.7159,42.57
0.7974,0.5323,0.7375,34.89
0.4371,0.2624,0.3668,31.24
0.6967,0.6895,0.5595,29.85
0.5088,0.33,0.4223,33.86
0.9266,0.7289,0.8246,55.83
0.8169,0.732,0.7772,50.87
0.9145,0.7635,0.8976,48.26
0.883,0.7936,0.7287,49.38
0.3591,0.2961,0.3656,27.68
0.7918,0.6669,0.713,46.15
0.313,0.2576,0.3354,20.38
0.62,0.5919,0.5796,34.25
0.2762,0.2665,0.273,25.55
0.287,0.3453,0.3765,26.82
0.392,0.304,0.3565,21.04
0.7098,0.614,0.634,44.73
0.4818,0.5232,0.5125,35.12
0.7283,0.5026,0.5862,32.49
0.5138,0.5468,0.4671,33.36
0.3162,0.238,0.3117,23.02
0.617,0.5385,0.4924,33.95
0.2713,0.2535,0.2691,16.45
0.7935,0.7088,0.7306,45.77
0.7597,0.6192,0.6284,42.05
0.8694,0.7496,0.6857,48.7
0.5277,0.4745,0.4983,35.39
0.5043,0.4137,0.453,30.31
0.2269,0.3861,0.2524,26.77
0.524,0.4188,0.4747,33.98
0.6537,0.5313,0.5937,28.8
0.2435,0.2202,0.1941,22.72
0.8004,0.6489,0.7896,44.71
0.5603,0.4608,0.5956,38.29
0.2266,0.2189,0.1088,15.74
0.4727,0.3811,0.3945,31.22
0.6758,0.6275,0.6069,36.68
0.6351,0.5001,0.5911,37.85
0.883,0.7908,0.8877,53.73
0.3119,0.3411,0.2136,27.47
0.3724,0.3542,0.3421,23.64
0.7303,0.562,0.5707,39.01
0.8343,0.5902,0.7529,46.89
0.9199,0.8493,0.8034,50.87
0.6186,0.4705,0.5657,37.94
0.8508,0.7343,0.8799,56.04
0.6357,0.485,0.5407,37.83
0.778,0.6293,0.7541,43.02
0.95,0.7343,0.8929,56.29
0.4769,0.4042,0.4699,25.5
0.4157,0.4536,0.3831,33.44
0.9118,0.748,0.8115,44.1
0.95,0.834,0.9267,48.88
0.6933,0.6102,0.6365,42.65
0.7006,0.6317,0.7904,47.5
0.623,0.5467,0.6293,33.44
0.9318,0.8076,0.9285,45.71
0.6028,0.5129,0.6116,30.82
0.8143,0.683,0.7628,47.08
0.7227,0.6394,0.7613,41.27
0.7492,0.6384,0.7166,37.78
0.6848,0.584,0.6617,42.2
0.6778,0.5311,0.4981,30.56
0.1805,0.3069,0.194,22.14
0.7025,0.644,0.6538,36.63
0.9241,0.7897,0.8696,43.25
0.4269,0.2727,0.3237,20.48
0.7652,0.6881,0.6357,36.11
0.5213,0.4295,0.5227,29.09
0.95,0.8919,0.95,51.03
0.5464,0.4635,0.5193,35.58
0.8827,0.7984,0.8294,53.87
0.6759,0.6086,0.6783,38.04
0.3955,0.2619,0.3849,21.13
0.7649,0.6447,0.7217,42.66
0.7772,0.6569,0.7284,44.97
0.5932,0.4942,0.6337,37.02
0.95,0.7949,0.8911,53.35
0.1636,0.1447,0.1896,14.52
0.4689,0.3305,0.4503,25.58
0.6225,0.5387,0.6035,39.7
0.49,0.4665,0.4794,30.89
0.4648,0.3645,0.4266,23.44
0.6413,0.5107,0.5699,39.26
0.7248,0.5779,0.6929,35.96
0.1,0.1,0.1,9.67
0.3123,0.2704,0.3056,21.19
0.3959,0.206,0.2713,18.34
0.8798,0.6948,0.8296,46.98
0.3893,0.2851,0.3447,21.91
0.8156,0.6742,0.7725,48.23
0.6341,0.5673,0.7046,36.53
0.3104,0.2217,0.1423,15.05
0.3872,0.312,0.2948,20.08
0.4148,0.3095,0.3958,30.47
0.6232,0.5199,0.5927,38.35
0.5775,0.5237,0.5831,32.16
0.3032,0.2193,0.2824,16.86
0.6556,0.5942,0.5674,33.45
0.4316,0.4333,0.3305,22.8
0.5581,0.4525,0.5284,37.74
0.6457,0.5079,0.6384,41.52
0.715,0.5344,0.759,39.09
0.6475,0.5574,0.629,41.33
0.95,0.95,0.95,50.02
0.4507,0.4431,0.4743,32.99
0.902,0.7158,0.841,47.34
0.233,0.1535,0.2346,15.06
0.6797,0.5946,0.7071,31.65
0.4611,0.4543,0.4434,32.18
0.95,0.8197,0.7312,53.99
0.458,0.3715,0.4278,32.69
0.3415,0.2912,0.3035,21.22
0.7916,0.6838,0.7242,38.79
0.4843,0.4086,0.4616,32.7
0.8613,0.7866,0.824,47.55
0.8601,0.7005,0.8101,44.05
0.6469,0.5898,0.6286,42.87
0.95,0.7723,0.9008,53.43
0.7616,0.6835,0.7351,38.25
0.8679,0.701,0.8064,44.94
0.8721,0.7722,0.7114,54.57
0.6862,0.5541,0.6841,40.22
0.8086,0.6792,0.7777,46.62
0.7086,0.6426,0.7142,45.58
0.8416,0.807,0.7212,53.48
0.57,0.497,0.5061,35.61
0.8898,0.6903,0.9218,53.4
0.776,0.6287,0.5726,35.91
0.4133,0.4744,0.3363,31.18
0.8215,0.7042,0.8004,54.62
0.2209,0.1795,0.2352,20.27
0.6502,0.4843,0.6819,29.77
0.7263,0.6,0.6898,42.58
0.6749,0.5758,0.6552,42.43
0.5824,0.4296,0.4381,28.8
0.4262,0.4991,0.2827,33.57
0.4382,0.3663,0.3913,28.69
0.3182,0.2236,0.2656,24.46
0.5573,0.4814,0.4471,35.06
0.5169,0.4264,0.507,33.9
0.5244,0.4216,0.5034,26.85
0.7315,0.6301,0.7099,44.98
0.4769,0.4181,0.4318,26.53
0.1,0.1,0.1,8.66
0.5769,0.4014,0.4998,36.41
0.4944,0.4638,0.4482,27.44
0.7554,0.6426,0.6892,39.35
0.3542,0.2918,0.3376,20.94
0.5653,0.4905,0.4547,37.58
0.95,0.8757,0.9098,53.72
0.6698,0.4743,0.6162,34.86
0.8721,0.6927,0.8768,47.23
0.5746,0.4911,0.5329,30.34
0.6523,0.5512,0.5531,39.75
0.7815,0.6705,0.7406,47.34
0.6704,0.6108,0.6626,36.18
0.4871,0.4729,0.4895,29.41
0.202,0.1303,0.2161,14.56
0.5495,0.4253,0.5808,27.69
0.4225,0.3836,0.3245,22.98
0.7119,0.5654,0.6723,41.41
0.8076,0.5747,0.7003,44.17
0.5514,0.4648,0.537,35.02
0.6353,0.4916,0.5274,31.15
0.3105,0.3023,0.2852,21.26
0.8003,0.5759,0.6496,44.74
0.5256,0.4414,0.4708,27.08
0.4624,0.3734,0.3739,23.63
0.95,0.8225,0.9348,58.0
0.3087,0.2515,0.3181,19.78
0.2969,0.2504,0.2775,19.32
0.422,0.3558,0.4016,23.16
0.7452,0.7954,0.5454,52.06
0.1811,0.1423,0.161,14.05
0.378,0.36,0.3641,28.43
0.6838,0.569,0.643,40.99
0.5963,0.4727,0.5819,33.08
0.5145,0.4107,0.4377,35.2
0.703,0.616,0.6766,36.39
0.2514,0.4224,0.1753,26.52
0.5897,0.5194,0.5365,39.15
0.8349,0.7178,0.828,49.93
0.9016,0.6639,0.9126,53.72
0.5335,0.3263,0.4563,33.62
0.645,0.4799,0.5723,40.84
0.6696,0.6,0.6698,41.82
0.1,0.1732,0.1042,15.62
0.6103,0.5954,0.5938,35.68
0.6944,0.5327,0.6233,40.34
0.5467,0.3537,0.4494,27.04
0.4,0.298,0.2993,27.9
0.539,0.4115,0.5382,27.69
0.7556,0.6241,0.7065,38.51
0.8997,0.7639,0.9456,58.8
0.5707,0.5004,0.5114,35.83
0.6475,0.4702,0.5174,24.45
0.1532,0.1492,0.1282,13.61
0.6075,0.4849,0.5854,41.38
0.2891,0.2891,0.3068,20.88
0.4381,0.3674,0.328,24.14
0.6596,0.584,0.6348,34.86
0.271,0.1331,0.1,10.37
0.4683,0.3845,0.4563,31.59
0.6285,0.5658,0.6519,37.04
0.8987,0.7456,0.8605,45.42
0.8136,0.693,0.7909,41.98
0.7651,0.7975,0.5858,45.59
0.8549,0.7473,0.7433,51.58
0.3424,0.2459,0.307,22.45
0.3321,0.212,0.1463,14.98
0.8013,0.7197,0.6855,43.58
0.95,0.95,0.95,60.0
0.4734,0.4932,0.4051,30.55
0.4931,0.4437,0.406,29.12
0.4778,0.3833,0.4298,32.69
0.8236,0.6943,0.7609,47.39
0.3946,0.5532,0.3189,31.89
0.95,0.8304,0.95,50.05
0.8403,0.6945,0.6934,46.58
0.95,0.8161,0.9181,57.45
0.6202,0.5362,0.5717,40.81
0.8853,0.8003,0.74,39.81
0.95,0.9465,0.7915,56.98
0.7001,0.6191,0.7042,43.36
0.9245,0.7566,0.9107,46.81
0.3922,0.3888,0.2453,26.76
0.6457,0.527,0.6012,30.26
0.3566,0.3913,0.3037,29.9
0.2608,0.1596,0.221,15.28
0.5703,0.486,0.588,38.0
0.6166,0.4948,0.6142,38.38
0.95,0.8773,0.9106,58.33
0.268,0.2703,0.3245,24.86
0.8092,0.7379,0.7113,47.57
0.9305,0.8326,0.8869,48.74
0.6698,0.5089,0.6409,34.79
0.5224,0.4475,0.3855,35.34
0.95,0.8719,0.95,53.08
0.5139,0.3908,0.4418,34.41
0.95,0.8139,0.9313,52.68
0.95,0.8447,0.7692,51.35
0.7885,0.6194,0.8217,45.27
0.5304,0.3378,0.5398,26.7
0.3463,0.2481,0.2884,19.64
0.7811,0.5576,0.6417,36.37
0.3893,0.4997,0.3471,32.0
0.7681,0.6906,0.7833,49.01
0.7616,0.6685,0.7017,42.12
0.5837,0.4492,0.5788,28.07
0.8187,0.7098,0.8049,44.05
0.7362,0.6344,0.6697,44.09
